年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2017	HS2017	4601211000-  	- - - Confectionnes a partir de tresses et articles similaires en matieres a tresser	30	 	012	008	46
2017	HS2017	4601219000-  	- - - Autres	30	 	012	008	46
2017	HS2017	4601221000-  	- - - Confectionnes a partir de tresses et articles similaires en matieres a tresser	30	 	012	008	46
2017	HS2017	4601229000-  	- - - Autres	30	 	012	008	46
2017	HS2017	4601291000-  	- - - Confectionnes a partir de tresses et articles similaires en matieres a tresser	30	 	012	008	46
2017	HS2017	4601299000-  	- - - Autres	30	 	012	008	46
2017	HS2017	4601921000-  	- - - Tresses et articles similaires en matieres a tresser, meme assembles en bandes	30	 	012	008	46
2017	HS2017	4601929100-  	- - - - Confectionnes a partir de tresses et articles similaires en matieres a tresser	30	 	012	008	46
2017	HS2017	4601929900-  	- - - - Autres	30	 	012	008	46
2017	HS2017	4601931000-  	- - - Tresses et articles similaires en matieres a tresser, meme assembles en bandes	30	 	012	008	46
2017	HS2017	4601939100-  	- - - - Confectionnes a partir de tresses et articles similaires en matieres a tresser	30	 	012	008	46
2017	HS2017	4601939900-  	- - - - Autres	30	 	012	008	46
2017	HS2017	4601941000-  	- - - Tresses et articles similaires en matieres a tresser, meme assembles en bandes	30	 	012	008	46
2017	HS2017	4601949100-  	- - - - Confectionnes a partir de tresses et articles similaires en matieres a tresser	30	 	012	008	46
2017	HS2017	4601949900-  	- - - - Autres	30	 	012	008	46
2017	HS2017	4601991100-  	- - - - Raphia synthetique	30	 	012	008	46
2017	HS2017	4601991900-  	- - - - Autres	30	 	012	008	46
2017	HS2017	4601999100-  	- - - - Confectionnes a partir de tresses et articles similaires en matieres a tresser	30	 	012	008	46
2017	HS2017	4601999900-  	- - - - Autres	30	 	012	008	46
2017	HS2017	4602111000-  	- - - Obtenus par methode traditionnelle	30	 	012	008	46
2017	HS2017	4602119100-  	- - - - Valises, malles de voyage, cabas, couffins et sacs a main	30	 	012	008	46
2017	HS2017	4602119200-  	- - - - Paniers, corbeilles et hottes, y compris les paniers a poissons ou a fruits	30	 	012	008	46
2017	HS2017	4602119300-  	- - - - Bourriches, billots et emballages similaires en eclisses ou rubans de bois entrelaces	30	 	012	008	46
2017	HS2017	4602119400-  	- - - - Nasses a poissons, casiers a homards et articles similaires cages a oiseaux et ruches	30	 	012	008	46
2017	HS2017	4602119500-  	- - - - Articles de menage ou autres articles d'economie domestique	30	 	012	008	46
2017	HS2017	4602119900-  	- - - - Autres	30	 	012	008	46
2017	HS2017	4602121000-  	- - - Obtenus par methode traditionnelle	30	 	012	008	46
2017	HS2017	4602129100-  	- - - - Valises, malles de voyage, cabas, couffins et sacs a main	30	 	012	008	46
2017	HS2017	4602129200-  	- - - - Paniers, corbeilles et hottes, y compris les paniers a poissons ou a fruits	30	 	012	008	46
2017	HS2017	4602129300-  	- - - - Bourriches, billots et emballages similaires en eclisses ou rubans de bois entrelaces	30	 	012	008	46
2017	HS2017	4602129400-  	- - - - Nasses a poissons, casiers a homards et articles similaires cages a oiseaux et ruches	30	 	012	008	46
2017	HS2017	4602129500-  	- - - - Articles de menage ou autres articles d'economie domestique	30	 	012	008	46
2017	HS2017	4602129900-  	- - - - Autres	30	 	012	008	46
2017	HS2017	4602191000-  	- - - Obtenus par methode traditionnelle	30	 	012	008	46
2017	HS2017	4602199100-  	- - - - Valises, malles de voyage, cabas, couffins et sacs a main	30	 	012	008	46
2017	HS2017	4602199200-  	- - - - Paniers, corbeilles et hottes, y compris les paniers a poissons ou a fruits	30	 	012	008	46
2017	HS2017	4602199300-  	- - - - Bourriches, billots et emballages similaires en eclisses ou rubans de bois entrelaces	30	 	012	008	46
2017	HS2017	4602199400-  	- - - - Nasses a poissons, casiers a homards et articles similaires cages a oiseaux et ruches	30	 	012	008	46
2017	HS2017	4602199500-  	- - - - Articles de menage ou autres articles d'economie domestique	30	 	012	008	46
2017	HS2017	4602199900-  	- - - - Autres	30	 	012	008	46
2017	HS2017	4602901000-  	- - - Obtenus par methode traditionnelle	30	 	012	008	46
2017	HS2017	4602909100-  	- - - - Valises, malles de voyage, cabas, couffins et sacs a main	30	 	012	008	46
2017	HS2017	4602909200-  	- - - - Paniers, corbeilles et hottes, y compris les paniers a poissons ou a fruits	30	 	012	008	46
2017	HS2017	4602909300-  	- - - - Bourriches, billots et emballages similaires en eclisses ou rubans de bois entrelaces	30	 	012	008	46
2017	HS2017	4602909400-  	- - - - Nasses a poissons, casiers a homards et articles similaires cages a oiseaux et ruches	30	 	012	008	46
2017	HS2017	4602909500-  	- - - - Articles de menage ou autres articles d'economie domestique	30	 	012	008	46
2017	HS2017	4602909900-  	- - - - Autres	30	 	012	008	46
